Date,Price,Open,High,Low,Vol.,Volume,Change %
2023-09-05,"68,334.68","68,279.50","68,457.06","68,156.50",557.80M,557800000,0.08%
2023-09-04,"68,279.14","67,568.03","68,302.55","67,568.03",744.76M,744760000,1.11%
2023-09-01,"67,527.19","66,548.99","67,527.19","66,120.90",503.75M,503750000,1.47%
2023-08-31,"66,548.99","66,439.53","66,548.99","66,225.71",620.95M,620950000,0.16%
2023-08-30,"66,439.53","66,490.34","66,649.93","66,359.67",637.19M,637190000,-0.08%
2023-08-29,"66,490.34","66,153.23","66,554.58","66,153.23",436.95M,436950000,0.51%
2023-08-28,"66,151.38","65,558.91","66,151.38","65,558.91",311.12M,311120000,0.90%
2023-08-25,"65,558.91","65,401.82","65,585.28","65,401.82",356.02M,356020000,0.24%
2023-08-24,"65,401.82","65,493.10","66,185.04","65,374.39",583.09M,583090000,-0.14%
2023-08-23,"65,492.92","65,488.67","65,567.61","65,416.76",348.32M,348320000,0.01%
2023-08-22,"65,488.67","65,198.74","65,672.68","65,191.01",293.46M,293460000,0.44%
2023-08-21,"65,202.41","64,721.09","65,202.41","64,690.33",231.60M,231600000,0.71%
2023-08-18,"64,743.96","64,469.75","64,784.47","64,450.40",537.58M,537580000,0.12%
2023-08-17,"64,663.78","64,625.28","64,663.78","64,452.84",320.35M,320350000,0.06%
2023-08-16,"64,625.28","64,928.98","65,128.21","64,549.58",291.68M,291680000,-0.47%
2023-08-15,"64,928.98","65,023.80","65,028.46","64,860.22",280.47M,280470000,-0.43%
2023-08-14,"65,210.49","65,325.37","65,358.76","65,183.22",259.04M,259040000,-0.18%
2023-08-11,"65,325.37","65,204.82","65,352.70","65,189.91",489.69M,489690000,0.18%
2023-08-10,"65,205.35","64,167.39","65,205.35","64,154.19",361.20M,361200000,1.62%
2023-08-09,"64,167.39","65,385.45","65,396.93","64,167.39",238.04M,238040000,-1.75%
2023-08-08,"65,309.65","65,336.71","65,393.68","65,212.96",317.81M,317810000,-0.04%
2023-08-07,"65,336.80","65,198.08","65,340.27","65,192.01",334.33M,334330000,0.21%
2023-08-04,"65,198.08","65,263.06","65,309.66","64,910.29",363.14M,363140000,-0.10%
2023-08-03,"65,263.06","64,267.36","65,323.20","64,267.36",445.28M,445280000,1.55%
2023-08-02,"64,267.36","64,193.38","64,301.59","63,773.76",330.77M,330770000,0.12%
2023-08-01,"64,192.20","64,337.30","64,340.24","64,003.17",762.10M,762100000,-0.23%
2023-07-31,"64,337.52","65,056.39","65,075.94","64,296.31",673.42M,673420000,-1.10%
2023-07-28,"65,056.39","65,482.91","65,482.91","64,957.85",459.77M,459770000,-0.65%
2023-07-27,"65,482.91","65,687.16","65,730.63","65,436.85",509.25M,509250000,-0.31%
2023-07-26,"65,687.16","65,992.29","66,009.80","65,549.37",500.40M,500400000,-0.46%
2023-07-25,"65,991.02","65,268.28","66,017.94","65,072.82",553.52M,553520000,1.11%
2023-07-24,"65,268.28","65,012.97","65,268.28","64,892.11",831.50M,831500000,0.41%
2023-07-21,"65,003.39","63,938.12","65,015.76","63,938.12",770.78M,770780000,1.68%
2023-07-20,"63,930.72","63,757.23","63,930.72","63,745.52",1.36B,1360000000,0.27%
2023-07-19,"63,757.23","63,766.72","63,835.33","63,580.77",473.49M,473490000,-0.01%
2023-07-18,"63,766.72","62,943.35","63,766.72","62,895.72",868.80M,868800000,1.31%
2023-07-17,"62,943.35","62,569.73","63,272.79","62,439.22",710.02M,710020000,0.60%
2023-07-14,"62,569.73","62,748.94","63,076.58","62,441.33",600.49M,600490000,-0.29%
2023-07-13,"62,748.94","64,046.61","64,095.69","62,729.77",798.47M,798470000,-2.03%
2023-07-12,"64,046.93","65,669.29","65,669.29","63,880.87",1.16B,1160000000,-2.47%
2023-07-11,"65,669.29","64,603.69","65,999.97","64,516.55",844.72M,844720000,1.65%
2023-07-10,"64,603.69","63,040.41","64,674.08","63,040.41",1.84B,1840000000,2.48%
2023-07-07,"63,040.87","62,023.17","63,040.87","62,023.17",1.23B,1230000000,1.65%
2023-07-06,"62,019.88","61,536.76","62,048.05","61,509.00",5.44B,5440000000,0.81%
2023-07-05,"61,523.57","60,720.02","61,572.41","60,705.92",846.32M,846320000,1.33%
2023-07-04,"60,715.04","61,949.24","61,949.24","60,713.56",1.11B,1110000000,-1.99%
2023-07-03,"61,948.99","60,991.12","61,962.70","60,991.12",1.21B,1210000000,1.61%
2023-06-30,"60,968.27","60,109.02","60,968.82","60,109.02",998.08M,998080000,1.43%
2023-06-27,"60,109.41","59,332.61","60,109.41","59,315.04",763.69M,763690000,1.30%
2023-06-26,"59,338.76","59,208.11","59,500.39","59,197.74",552.68M,552680000,0.22%
2023-06-23,"59,206.63","59,211.26","59,252.78","59,164.94",627.87M,627870000,-0.26%
2023-06-22,"59,361.60","59,324.99","59,373.28","59,279.36",615.91M,615910000,0.06%
2023-06-21,"59,323.95","59,110.60","59,399.54","59,097.09",643.03M,643030000,0.36%
2023-06-20,"59,110.02","59,014.85","59,125.75","59,012.15",588.84M,588840000,0.16%
2023-06-19,"59,016.12","59,000.96","59,227.72","58,925.92",892.95M,892950000,0.03%
2023-06-16,"59,000.96","59,195.21","59,233.16","58,897.65",622.42M,622420000,-0.33%
2023-06-15,"59,195.21","59,985.10","60,442.12","59,121.70",1.17B,1170000000,-1.32%
2023-06-14,"59,985.10","58,163.76","60,072.73","58,163.76",1.30B,1300000000,3.13%
2023-06-13,"58,163.55","55,930.97","58,195.59","55,930.97",1.19B,1190000000,3.99%
2023-06-09,"55,930.97","55,956.59","55,998.75","55,867.98",574.63M,574630000,-0.05%
2023-06-08,"55,956.59","56,024.83","56,030.97","55,361.68",531.78M,531780000,-0.12%
2023-06-07,"56,025.56","56,038.85","56,089.52","56,006.80",397.62M,397620000,-0.02%
2023-06-06,"56,038.85","55,806.71","56,038.85","55,768.37",322.49M,322490000,0.42%
2023-06-05,"55,807.09","55,820.50","55,820.50","55,694.52",369.75M,369750000,-0.03%
2023-06-02,"55,822.82","55,808.25","55,828.59","55,570.81",455.76M,455760000,0.03%
2023-06-01,"55,808.25","55,769.91","55,832.68","55,713.60",390.22M,390220000,0.07%
2023-05-31,"55,769.28","55,741.49","55,800.21","55,436.50",661.51M,661510000,0.04%
2023-05-30,"55,745.74","52,973.88","55,745.74","52,973.88",1.08B,1080000000,5.23%
2023-05-26,"52,973.88","52,821.60","52,991.18","52,415.13",461.78M,461780000,0.29%
2023-05-25,"52,821.64","52,927.60","52,928.28","52,723.15",377.14M,377140000,-0.20%
2023-05-24,"52,927.60","52,621.19","52,942.62","52,581.88",455.18M,455180000,0.58%
2023-05-23,"52,621.19","52,374.89","52,621.19","52,361.95",350.97M,350970000,0.48%
2023-05-22,"52,369.13","52,187.93","52,369.13","52,145.28",315.68M,315680000,0.35%
2023-05-19,"52,187.93","52,109.45","52,187.93","52,064.86",584.66M,584660000,0.15%
2023-05-18,"52,109.43","52,063.21","52,139.51","52,044.02",334.24M,334240000,-0.90%
2023-05-17,"52,580.86","52,417.09","52,636.93","52,417.09",680.80M,680800000,0.31%
2023-05-16,"52,419.33","52,231.29","52,436.45","52,231.29",576.85M,576850000,0.36%
2023-05-15,"52,231.29","52,214.62","52,250.73","52,212.44",626.39M,626390000,0.03%
2023-05-12,"52,214.62","52,162.14","52,215.66","52,159.75",1.42B,1420000000,0.10%
2023-05-11,"52,161.24","52,202.53","52,251.68","52,100.03",477.27M,477270000,-0.09%
2023-05-10,"52,209.31","52,605.41","52,684.07","52,077.15",554.31M,554310000,-0.76%
2023-05-09,"52,606.51","52,576.26","52,658.89","52,551.76",640.95M,640950000,0.05%
2023-05-08,"52,579.52","52,465.33","52,622.37","52,465.33",511.37M,511370000,0.22%
2023-05-05,"52,466.52","52,290.75","52,469.78","52,273.06",482.58M,482580000,0.34%
2023-05-04,"52,290.75","52,207.77","52,308.82","52,207.77",770.12M,770120000,0.16%
2023-05-03,"52,207.77","52,296.48","52,300.31","52,172.84",670.08M,670080000,-0.17%
2023-05-02,"52,299.24","52,406.88","52,426.46","52,088.98",418.40M,418400000,-0.20%
2023-04-28,"52,403.51","52,235.88","52,468.51","52,223.82",472.13M,472130000,0.32%
2023-04-27,"52,235.88","52,097.62","52,308.30","52,084.74",2.33B,2330000000,0.27%
2023-04-26,"52,097.62","51,608.39","52,108.38","51,605.13",1.48B,1480000000,0.81%
2023-04-25,"51,681.01","51,407.96","51,681.55","51,407.96",541.96M,541960000,0.63%
2023-04-20,"51,355.74","51,237.16","51,363.29","51,019.11",600.77M,600770000,0.29%
2023-04-19,"51,209.01","51,138.92","51,209.01","51,138.92",216.53M,216530000,0.15%
2023-04-18,"51,134.85","51,127.38","51,144.76","51,105.04",1.03B,1030000000,0.03%
2023-04-17,"51,120.94","51,709.50","51,710.82","51,095.23",226.59M,226590000,-1.51%
2023-04-14,"51,903.61","51,944.58","51,954.90","51,886.65",260.70M,260700000,-0.08%
2023-04-13,"51,944.58","51,953.41","51,981.35","51,941.27",302.92M,302920000,-0.02%
2023-04-12,"51,953.41","51,952.99","51,960.77","51,935.95",255.16M,255160000,0.00%
2023-04-11,"51,952.99","52,994.13","52,997.10","51,945.98",1.72B,1720000000,-1.96%
2023-04-06,"52,994.13","53,018.97","53,031.41","52,991.04",266.95M,266950000,-0.05%
2023-04-05,"53,018.97","54,035.39","54,041.08","53,003.51",197.21M,197210000,-1.97%
2023-04-04,"54,082.96","54,187.48","54,206.00","54,051.37",296.68M,296680000,-0.20%
2023-04-03,"54,190.28","54,232.34","54,236.59","54,186.51",292.56M,292560000,-1.22%
2023-03-31,"54,857.96","54,413.21","54,869.86","54,413.21",557.93M,557930000,0.82%
2023-03-30,"54,413.21","53,603.80","54,413.21","53,603.80",973.58M,973580000,1.51%
2023-03-29,"53,603.80","53,124.63","53,668.06","53,124.16",236.06M,236060000,0.20%
2023-03-28,"53,498.27","53,750.77","53,876.52","53,498.27",202.85M,202850000,-0.47%
2023-03-27,"53,750.77","54,780.44","54,780.44","53,750.77",100.88M,100880000,-2.08%
2023-03-24,"54,892.53","54,924.08","54,944.30","54,314.52",137.56M,137560000,-0.06%
2023-03-23,"54,924.08","54,936.11","54,951.96","54,919.50",117.85M,117850000,-0.02%
2023-03-22,"54,936.11","54,904.68","54,959.44","54,904.68",134.15M,134150000,0.06%
2023-03-21,"54,904.68","54,886.04","54,921.85","54,880.02",127.74M,127740000,0.03%
2023-03-20,"54,888.48","54,915.39","54,997.28","54,856.36",1.17B,1170000000,-0.09%
2023-03-17,"54,935.20","54,915.61","54,948.43","54,913.86",156.97M,156970000,0.04%
2023-03-16,"54,915.61","55,490.20","55,490.20","54,844.29",137.28M,137280000,-1.04%
2023-03-15,"55,490.20","55,722.90","55,722.99","55,441.60",181.04M,181040000,-0.42%
2023-03-14,"55,722.90","55,788.37","55,788.37","55,693.39",199.27M,199270000,-0.12%
2023-03-13,"55,788.37","55,794.51","55,926.89","55,788.37",179.03M,179030000,-0.01%
2023-03-10,"55,794.51","55,822.14","55,827.87","55,779.25",275.92M,275920000,-0.05%
2023-03-09,"55,822.14","55,801.14","55,830.28","55,629.24",311.47M,311470000,0.04%
2023-03-08,"55,801.14","55,603.94","55,820.42","55,596.67",152.74M,152740000,0.35%
2023-03-07,"55,603.94","55,605.57","55,623.29","55,522.41",159.46M,159460000,0.00%
2023-03-06,"55,605.57","55,529.21","55,645.51","55,515.15",123.54M,123540000,0.14%
2023-03-03,"55,529.21","55,670.08","55,710.62","55,529.21",184.24M,184240000,-0.25%
2023-03-02,"55,670.24","55,510.10","55,670.24","55,281.94",205.66M,205660000,0.29%
2023-03-01,"55,508.61","55,806.26","55,985.47","55,385.90",232.58M,232580000,-0.53%
2023-02-28,"55,806.26","55,328.42","55,819.41","55,322.01",237.09M,237090000,0.86%
2023-02-27,"55,328.42","54,949.21","55,334.96","54,941.76",149.77M,149770000,0.69%
2023-02-24,"54,949.21","54,811.59","54,955.12","54,787.29",119.09M,119090000,0.55%
2023-02-23,"54,646.38","54,315.53","54,646.38","54,315.42",142.04M,142040000,0.61%
2023-02-22,"54,315.53","54,189.31","54,315.53","54,182.36",129.85M,129850000,0.23%
2023-02-21,"54,189.31","54,224.35","54,224.54","54,182.61",129.11M,129110000,-0.06%
2023-02-20,"54,224.35","53,804.46","54,229.61","53,796.91",154.61M,154610000,0.78%
2023-02-17,"53,804.46","54,520.20","54,553.73","53,804.46",172.90M,172900000,-1.32%
2023-02-16,"54,521.49","54,507.66","54,547.20","54,506.43",125.85M,125850000,0.03%
2023-02-15,"54,507.66","54,496.31","54,513.44","54,475.44",134.43M,134430000,0.02%
2023-02-14,"54,496.31","54,364.67","54,542.10","54,338.99",177.90M,177900000,0.24%
2023-02-13,"54,364.67","54,327.30","54,378.64","54,327.30",140.64M,140640000,0.07%
2023-02-10,"54,327.30","54,359.90","54,383.13","54,301.52",175.66M,175660000,-0.06%
2023-02-09,"54,359.90","54,427.05","54,429.93","54,358.20",225.38M,225380000,-0.12%
2023-02-08,"54,427.05","54,299.57","54,441.81","54,285.38",151.58M,151580000,0.23%
2023-02-07,"54,299.76","54,367.86","54,369.44","54,236.37",200.04M,200040000,-0.13%
2023-02-06,"54,367.74","54,213.09","54,367.74","54,206.40",191.64M,191640000,0.29%
2023-02-03,"54,213.09","53,998.12","54,213.09","53,994.01",267.99M,267990000,0.40%
2023-02-02,"53,998.12","53,499.31","53,998.12","53,483.40",2.87B,2870000000,0.93%
2023-02-01,"53,499.68","53,238.67","53,499.68","53,234.31",200.37M,200370000,0.49%
2023-01-31,"53,238.67","53,157.49","53,299.54","53,157.49",250.19M,250190000,0.15%
2023-01-30,"53,157.83","52,649.24","53,167.11","52,639.28",201.36M,201360000,0.95%
2023-01-27,"52,657.88","52,752.96","52,753.28","52,213.70",171.11M,171110000,-0.18%
2023-01-26,"52,752.96","52,599.65","52,752.96","52,599.65",139.68M,139680000,0.29%
2023-01-25,"52,599.65","52,612.55","52,636.48","52,477.59",119.79M,119790000,-0.02%
2023-01-24,"52,612.55","52,657.69","52,691.04","52,533.14",182.39M,182390000,-0.09%
2023-01-23,"52,657.69","52,594.68","52,657.69","52,585.64",143.73M,143730000,0.12%
2023-01-20,"52,594.68","52,626.42","52,642.34","52,586.87",443.75M,443750000,-0.06%
2023-01-19,"52,626.42","52,615.51","52,631.80","52,603.89",129.03M,129030000,0.02%
2023-01-18,"52,615.51","52,701.31","52,718.70","52,558.62",217.95M,217950000,-0.16%
2023-01-17,"52,701.31","52,343.41","52,737.72","52,329.29",228.49M,228490000,0.67%
2023-01-16,"52,348.82","52,512.48","52,519.61","52,348.82",220.65M,220650000,-0.31%
2023-01-13,"52,512.48","52,048.85","52,512.48","52,048.85",216.92M,216920000,0.89%
2023-01-12,"52,048.85","51,729.87","52,495.11","51,696.17",211.69M,211690000,0.62%
2023-01-11,"51,729.87","51,446.60","51,746.32","51,369.76",281.80M,281800000,0.55%
2023-01-10,"51,446.60","51,693.08","51,712.97","51,220.23",345.49M,345490000,-0.49%
2023-01-09,"51,700.36","51,222.34","51,841.05","51,207.13",229.22M,229220000,0.93%
2023-01-06,"51,222.34","50,868.52","51,222.34","50,830.51",195.71M,195710000,0.70%
2023-01-05,"50,868.52","51,657.56","51,785.05","50,842.95",138.72M,138720000,-1.53%
2023-01-04,"51,657.56","51,598.35","51,668.24","51,198.49",265.73M,265730000,0.12%
2023-01-03,"51,595.66","51,251.06","51,595.66","51,241.36",129.17M,129170000,0.67%
2022-12-30,"51,251.06","50,294.60","51,346.08","50,247.57",890.15M,890150000,1.89%
2022-12-29,"50,300.00","49,934.60","50,313.18","49,934.60",297.94M,297940000,0.73%
2022-12-28,"49,934.60","49,706.09","49,934.60","49,695.81",498.73M,498730000,0.46%
2022-12-23,"49,706.09","49,499.43","49,737.10","49,493.53",140.32M,140320000,0.42%
2022-12-22,"49,499.43","49,475.43","49,525.32","49,398.37",132.51M,132510000,0.05%
2022-12-21,"49,475.43","49,416.51","49,492.97","49,416.51",411.15M,411150000,0.12%
2022-12-20,"49,416.18","49,414.96","49,446.36","49,382.43",100.06M,100060000,0.00%
2022-12-19,"49,414.96","49,316.20","49,414.96","49,316.20",76.74M,76740000,0.20%
2022-12-16,"49,316.29","49,233.02","49,340.28","49,222.58",103.66M,103660000,0.17%
2022-12-15,"49,233.02","48,988.04","49,249.96","48,979.10",222.74M,222740000,0.50%
2022-12-14,"48,988.04","48,853.54","49,045.36","48,853.54",88.02M,88020000,0.28%
2022-12-13,"48,853.54","48,899.08","49,101.57","48,820.32",162.87M,162870000,-0.09%
2022-12-12,"48,899.08","48,881.93","48,901.96","48,853.33",236.58M,236580000,0.04%
2022-12-09,"48,881.93","48,365.14","48,881.93","48,365.14",100.82M,100820000,1.07%
2022-12-08,"48,365.14","48,426.49","48,572.14","48,183.06",148.16M,148160000,-0.13%
2022-12-07,"48,426.49","48,366.69","48,426.49","48,348.67",146.21M,146210000,0.12%
2022-12-06,"48,366.69","48,270.23","48,399.33","48,269.48",184.62M,184620000,0.20%
2022-12-05,"48,270.23","48,154.65","48,373.03","48,154.65",185.11M,185110000,0.24%
2022-12-02,"48,154.65","47,656.64","48,198.48","47,656.64",159.81M,159810000,1.04%
2022-12-01,"47,656.64","47,660.04","47,769.38","47,537.87",172.89M,172890000,-0.01%
2022-11-30,"47,660.04","47,322.97","47,662.71","47,318.90",107.02M,107020000,0.71%
2022-11-29,"47,322.97","47,436.45","47,450.71","47,299.16",120.94M,120940000,-0.24%
2022-11-28,"47,436.45","47,554.34","47,576.00","47,389.79",279.28M,279280000,-0.25%
2022-11-25,"47,554.34","46,604.94","47,562.29","46,424.60",98.98M,98980000,2.04%
2022-11-24,"46,604.94","46,232.60","46,604.94","46,186.63",138.60M,138600000,0.81%
2022-11-23,"46,232.37","44,934.73","46,233.18","44,899.66",185.59M,185590000,2.90%
2022-11-22,"44,929.33","44,662.96","44,976.21","44,662.96",126.08M,126080000,0.51%
2022-11-21,"44,701.84","44,492.73","44,701.84","44,492.73",159.56M,159560000,0.47%
2022-11-18,"44,492.73","44,011.22","44,492.73","44,001.70",146.68M,146680000,1.09%
2022-11-17,"44,011.22","44,046.94","44,052.82","43,969.57",97.70M,97700000,-0.09%
2022-11-16,"44,050.44","43,808.25","44,050.44","43,808.25",159.43M,159430000,0.55%
2022-11-15,"43,808.25","43,818.12","43,857.81","43,788.18",103.42M,103420000,-0.02%
2022-11-14,"43,818.12","43,956.76","43,956.76","43,770.82",187.08M,187080000,-0.34%
2022-11-11,"43,968.75","43,943.46","43,994.65","43,924.32",209.71M,209710000,0.06%
2022-11-10,"43,942.82","43,477.48","44,287.55","43,393.20",404.99M,404990000,1.07%
2022-11-09,"43,477.48","43,461.60","44,071.41","43,448.58",133.40M,133400000,0.04%
2022-11-08,"43,461.60","44,269.43","44,293.10","43,439.72",249.91M,249910000,-1.82%
2022-11-07,"44,269.43","44,269.18","44,272.07","44,217.38",103.26M,103260000,0.00%
2022-11-04,"44,269.18","44,236.70","44,275.32","44,171.50",356.73M,356730000,0.07%
2022-11-03,"44,236.70","44,283.02","44,286.16","44,209.17",215.11M,215110000,-0.10%
2022-11-02,"44,283.02","43,745.73","44,283.02","43,626.57",155.41M,155410000,1.23%
2022-11-01,"43,745.73","43,835.94","43,968.82","43,657.95",172.87M,172870000,-0.21%
2022-10-31,"43,839.08","43,910.65","43,912.82","43,650.20",160.91M,160910000,-0.17%
2022-10-28,"43,912.64","44,625.18","44,625.18","43,671.26",122.79M,122790000,-1.60%
2022-10-27,"44,625.18","44,859.78","44,883.39","44,615.15",150.97M,150970000,-0.52%
2022-10-26,"44,859.78","44,788.14","44,887.55","44,767.49",93.51M,93510000,0.16%
2022-10-25,"44,788.14","44,461.63","44,824.37","44,266.04",159.21M,159210000,0.73%
2022-10-24,"44,461.63","44,396.73","44,491.61","44,368.24",72.32M,72320000,0.15%
2022-10-21,"44,396.73","44,332.21","44,403.55","44,332.21",95.08M,95080000,0.15%
2022-10-20,"44,332.21","44,318.15","44,341.65","44,294.21",119.22M,119220000,0.03%
2022-10-19,"44,318.15","45,366.32","45,505.22","44,302.24",165.35M,165350000,-2.31%
2022-10-18,"45,366.32","46,365.95","46,365.95","44,937.92",420.16M,420160000,-2.16%
2022-10-17,"46,365.95","47,569.04","47,588.29","46,343.39",137.88M,137880000,-2.53%
2022-10-14,"47,569.04","47,524.38","47,579.14","47,428.96",124.41M,124410000,0.09%
2022-10-13,"47,524.38","47,531.84","47,550.47","47,486.80",86.54M,86540000,-0.02%
2022-10-12,"47,531.84","47,565.92","47,572.78","47,529.93",155.18M,155180000,-0.07%
2022-10-11,"47,565.92","47,351.43","47,664.66","47,195.25",125.65M,125650000,0.45%
2022-10-07,"47,351.43","47,260.89","47,351.62","47,257.30",137.28M,137280000,0.19%
2022-10-06,"47,260.89","48,836.70","48,890.97","47,238.35",140.66M,140660000,-3.23%
2022-10-05,"48,836.70","48,879.74","48,919.32","48,818.20",135.52M,135520000,-0.09%
2022-10-04,"48,879.74","49,035.07","49,038.76","48,865.47",173.46M,173460000,-0.29%
2022-09-30,"49,024.16","48,967.56","49,024.16","48,945.43",356.73M,356730000,0.12%
2022-09-29,"48,964.83","49,171.70","49,218.17","48,947.91",220.78M,220780000,-0.42%
2022-09-28,"49,171.70","49,161.45","49,258.73","49,119.51",101.57M,101570000,0.02%
2022-09-27,"49,161.45","49,189.32","49,223.31","49,154.50",206.20M,206200000,-0.12%
2022-09-26,"49,218.35","49,053.91","49,226.12","49,053.91",119.28M,119280000,0.39%
2022-09-23,"49,026.62","49,190.34","49,309.63","48,994.15",169.18M,169180000,-0.33%
2022-09-22,"49,190.34","49,421.91","49,424.82","49,164.75",126.74M,126740000,-0.47%
2022-09-21,"49,421.91","49,446.18","49,455.99","49,318.55",51.88M,51880000,-0.05%
2022-09-20,"49,445.31","49,440.21","49,446.01","49,378.93",147.59M,147590000,0.01%
2022-09-19,"49,440.21","49,475.42","49,479.45","49,400.12",67.37M,67370000,-0.07%
2022-09-16,"49,475.42","49,540.48","49,543.81","49,470.28",107.49M,107490000,-0.13%
2022-09-15,"49,540.48","49,578.83","49,579.34","49,534.65",167.60M,167600000,-0.07%
2022-09-14,"49,576.05","49,627.72","49,637.12","49,573.60",197.26M,197260000,-0.10%
2022-09-13,"49,627.72","49,625.71","49,655.34","49,612.40",147.46M,147460000,0.00%
2022-09-12,"49,626.05","49,695.12","49,703.85","49,626.05",86.59M,86590000,-0.14%
2022-09-09,"49,695.12","49,652.25","49,697.61","49,652.25",319.09M,319090000,0.09%
2022-09-08,"49,652.25","49,599.73","49,658.07","49,577.38",161.88M,161880000,0.03%
2022-09-07,"49,635.76","49,644.92","49,654.72","49,616.03",128.94M,128940000,-0.02%
2022-09-06,"49,644.92","49,991.41","49,994.14","49,639.64",138.94M,138940000,-0.69%
2022-09-05,"49,991.41","50,045.83","50,084.83","49,988.28",200.92M,200920000,-0.11%
2022-09-02,"50,045.83","49,889.80","50,056.30","49,889.80",240.02M,240020000,0.31%
2022-09-01,"49,889.88","49,836.51","49,934.20","49,836.51",229.12M,229120000,0.11%
2022-08-31,"49,836.51","49,642.69","49,836.51","49,642.69",367.34M,367340000,0.39%
2022-08-30,"49,642.69","49,676.75","49,682.93","49,625.32",125.95M,125950000,-0.07%
2022-08-29,"49,676.75","49,682.15","49,686.95","49,624.28",232.94M,232940000,-0.01%
2022-08-26,"49,682.15","49,661.87","49,728.46","49,628.73",193.51M,193510000,0.04%
2022-08-25,"49,661.87","48,675.24","49,662.09","48,670.87",226.47M,226470000,2.03%
2022-08-24,"48,675.33","48,554.76","48,681.00","48,554.76",167.57M,167570000,0.22%
2022-08-23,"48,567.14","49,344.67","49,344.67","48,511.58",204.15M,204150000,-1.58%
2022-08-22,"49,346.40","49,370.62","49,381.15","49,334.23",122.73M,122730000,-0.05%
2022-08-19,"49,370.62","49,395.43","49,432.87","49,367.26",132.20M,132200000,-0.35%
2022-08-18,"49,546.38","49,691.17","49,694.34","49,487.74",146.99M,146990000,-0.29%
2022-08-17,"49,691.17","49,709.46","49,712.96","49,681.24",128.79M,128790000,-0.04%
2022-08-16,"49,709.46","49,629.43","49,737.86","49,629.43",204.16M,204160000,0.10%
2022-08-15,"49,657.33","49,664.07","49,724.70","49,373.13",210.83M,210830000,-0.01%
2022-08-12,"49,664.07","50,017.51","50,017.51","49,371.37",272.07M,272070000,-0.70%
2022-08-11,"50,014.60","50,075.47","50,256.83","50,009.12",133.59M,133590000,-0.12%
2022-08-10,"50,075.47","49,350.71","50,127.02","49,337.73",279.22M,279220000,1.47%
2022-08-09,"49,350.71","50,489.73","50,489.73","49,342.60",140.58M,140580000,-2.26%
2022-08-08,"50,489.73","50,722.33","50,740.18","50,489.07",207.20M,207200000,-0.46%
2022-08-05,"50,722.33","50,582.30","50,722.33","50,556.70",148.81M,148810000,0.28%
2022-08-04,"50,582.30","50,594.97","50,720.86","50,372.55",130.44M,130440000,-0.03%
2022-08-03,"50,594.97","50,626.04","50,647.19","50,242.94",121.16M,121160000,-0.06%
2022-08-02,"50,626.04","49,950.32","50,626.04","49,950.32",129.16M,129160000,1.35%
2022-08-01,"49,950.32","50,370.25","50,372.43","49,886.94",176.05M,176050000,-0.83%
2022-07-29,"50,370.25","49,702.07","50,370.25","49,687.77",243.29M,243290000,1.42%
2022-07-28,"49,667.14","50,182.73","50,182.73","49,603.12",206.21M,206210000,-1.04%
2022-07-27,"50,188.55","50,442.37","50,447.87","50,163.40",192.41M,192410000,-0.50%
2022-07-26,"50,442.37","51,400.53","51,405.60","50,409.90",156.17M,156170000,-1.86%
2022-07-25,"51,400.53","51,979.92","51,979.92","51,327.74",98.75M,98750000,-1.11%
2022-07-22,"51,979.92","52,122.00","52,129.19","51,979.92",205.06M,205060000,-0.27%
2022-07-21,"52,122.00","52,186.52","52,204.52","52,098.87",151.94M,151940000,-0.12%
2022-07-20,"52,186.52","52,308.88","52,310.53","52,142.18",238.27M,238270000,-0.23%
2022-07-19,"52,308.88","52,319.94","52,333.28","52,250.79",205.60M,205600000,-0.02%
2022-07-18,"52,319.94","52,215.12","52,510.17","52,215.12",116.28M,116280000,0.20%
2022-07-15,"52,215.12","51,339.01","52,542.93","51,330.29",190.10M,190100000,1.71%
2022-07-14,"51,338.27","51,390.25","51,390.25","51,304.74",115.25M,115250000,-0.44%
2022-07-13,"51,567.69","51,557.41","51,584.83","51,507.55",198.79M,198790000,0.02%
2022-07-08,"51,557.41","51,563.73","51,581.17","51,546.84",115.13M,115130000,-0.01%
2022-07-07,"51,563.73","51,556.54","51,570.71","51,530.40",143.28M,143280000,0.01%
2022-07-06,"51,556.54","51,586.50","51,612.97","51,553.86",135.26M,135260000,-0.06%
2022-07-05,"51,586.50","51,795.23","51,807.97","51,571.37",234.48M,234480000,-0.40%
2022-07-04,"51,791.45","51,829.67","51,871.89","51,713.99",194.08M,194080000,-0.07%
2022-07-01,"51,829.67","51,817.59","51,829.67","51,769.02",127.03M,127030000,0.02%
2022-06-30,"51,817.59","51,802.48","51,991.27","51,759.56",223.10M,223100000,0.03%
2022-06-29,"51,802.48","51,803.98","51,810.45","51,789.90",416.47M,416470000,0.00%
2022-06-28,"51,803.98","51,962.85","51,975.06","51,779.76",314.60M,314600000,-0.31%
2022-06-27,"51,962.85","51,705.61","51,986.94","51,703.49",266.51M,266510000,0.50%
2022-06-24,"51,705.61","51,618.73","51,708.52","51,618.73",156.09M,156090000,0.17%
2022-06-23,"51,618.73","51,377.21","51,740.21","51,375.06",223.25M,223250000,0.47%
2022-06-22,"51,377.21","51,093.23","51,377.21","50,628.40",229.26M,229260000,0.56%
2022-06-21,"51,091.75","50,755.98","51,213.17","50,532.29",166.96M,166960000,0.66%
